2240,"[[[30.079683, -1.901415], [30.079766, -1.947669], [30.125737, -1.947584], [30.125653, -1.901331], [30.079683, -1.901415]]]",0,2018-12-15,23,sen12floods_s1_labels_0023_2018_12_15,23,../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0023_2018_12_15,23,20181215,"['sen12flood\\0023\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VH.tif', 'sen12flood\\0023\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VV.tif']"
2477,"[[[30.033712, -1.901496], [30.033794, -1.947753], [30.079766, -1.947669], [30.079683, -1.901415], [30.033712, -1.901496]]]",0,2018-12-15,22,sen12floods_s1_labels_0022_2018_12_15,22,../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0022_2018_12_15,22,20181215,"['sen12flood\\0022\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VH.tif', 'sen12flood\\0022\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VV.tif']"
2561,"[[[30.125737, -1.947584], [30.125823, -1.993836], [30.171793, -1.993747], [30.171705, -1.947497], [30.125737, -1.947584]]]",0,2018-12-15,27,sen12floods_s1_labels_0027_2018_12_15,27,../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0027_2018_12_15,27,20181215,"['sen12flood\\0027\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VH.tif', 'sen12flood\\0027\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VV.tif']"
2752,"[[[30.125653, -1.901331], [30.125737, -1.947584], [30.171705, -1.947497], [30.17162, -1.901247], [30.125653, -1.901331]]]",0,2018-12-15,24,sen12floods_s1_labels_0024_2018_12_15,24,../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0024_2018_12_15,24,20181215,"['sen12flood\\0024\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VH.tif', 'sen12flood\\0024\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VV.tif']"
2753,"[[[30.079766, -1.947669], [30.079851, -1.993923], [30.125823, -1.993836], [30.125737, -1.947584], [30.079766, -1.947669]]]",0,2018-12-15,26,sen12floods_s1_labels_0026_2018_12_15,26,../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0026_2018_12_15,26,20181215,"['sen12flood\\0026\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VH.tif', 'sen12flood\\0026\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VV.tif']"
2892,"[[[30.033794, -1.947753], [30.033877, -1.994009], [30.079851, -1.993923], [30.079766, -1.947669], [30.033794, -1.947753]]]",0,2018-12-15,25,sen12floods_s1_labels_0025_2018_12_15,25,../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0025_2018_12_15,25,20181215,"['sen12flood\\0025\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VH.tif', 'sen12flood\\0025\\S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B_corrected_VV.tif']"
761,"[[[18.681385, -33.896767], [18.680135, -33.942907], [18.735496, -33.943938], [18.736717, -33.897797], [18.681385, -33.896767]]]",0,2018-12-16,6,sen12floods_s1_labels_0006_2018_12_16,6,../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0006_2018_12_16,6,20181216,"['sen12flood\\0006\\S1A_IW_GRDH_1SDV_20181216T172539_20181216T172604_025053_02C3AD_F023_corrected_VH.tif', 'sen12flood\\0006\\S1A_IW_GRDH_1SDV_20181216T172539_20181216T172604_025053_02C3AD_F023_corrected_VV.tif', 'sen12flood\\0006\\S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VH.tif', 'sen12flood\\0006\\S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VV.tif']"
834,"[[[18.627334, -33.849575], [18.626057, -33.895713], [18.681385, -33.896767], [18.682633, -33.850628], [18.627334, -33.849575]]]",0,2018-12-16,4,sen12floods_s1_labels_0004_2018_12_16,4,../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0004_2018_12_16,4,20181216,"['sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VH.tif', 'sen12flood\\0004\\S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VV.tif']"
939,"[[[-1.734157, 6.777547], [-1.734277, 6.731243], [-1.687959, 6.731121], [-1.687835, 6.777424], [-1.734157, 6.777547]]]",0,2018-12-16,95,sen12floods_s1_labels_0095_2018_12_16,95,../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0095_2018_12_16,95,20181216,"['sen12flood\\0095\\S1B_IW_GRDH_1SDV_20181216T182549_20181216T182614_014071_01A1FF_D127_corrected_VH.tif', 'sen12flood\\0095\\S1B_IW_GRDH_1SDV_20181216T182549_20181216T182614_014071_01A1FF_D127_corrected_VV.tif']"
1033,"[[[-1.688206, 6.638513], [-1.688329, 6.592209], [-1.642025, 6.592086], [-1.641898, 6.638389], [-1.688206, 6.638513]]]",0,2018-12-16,111,sen12floods_s1_labels_0111_2018_12_16,111,../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0111_2018_12_16,111,20181216,"['sen12flood\\0111\\S1B_IW_GRDH_1SDV_20181216T182549_20181216T182614_014071_01A1FF_D127_corrected_VH.tif', 'sen12flood\\0111\\S1B_IW_GRDH_1SDV_20181216T182549_20181216T182614_014071_01A1FF_D127_corrected_VV.tif']"
